ORGANIZATION	LOCATION	/organization/organization/headquarters|/location/mailing_address/citytown	/organization/organization/headquarters/location/mailing_address/postal_code|/location/postal_code/country	/organization/organization/headquarters|/location/mailing_address/state_province_region	/organization/organization/geographic_scope	/organization/organization/place_founded	/business/business_location/in_shopping_center	teamHomeStadium	teamPlaysInCity
ORGANIZATION	ORGANIZATION	/organization/organization/parent|/organization/organization_relationship/parent	/business/business_location/parent_company	/organization/organization/locations	/organization/organization/companies_acquired|/business/acquisition/company_acquired	competesWith	leagueStadiums	teamPlaysAgainstTeam	teamPlaysInLeague
ORGANIZATION	OTHER	/business/business_operation/industry	/organization/organization/sectors	/organization/membership_organization/members|/organization/organization_membership/member	/organization/organization/legal_structure	/organization/organization/organization_type	/organization/organization/partnerships	/business/defunct_company/reason_for_ceasing_operations	/organization/organization/committees	/business/business_operation/major_customer	teamPlaysSport
ORGANIZATION	PERSON	/organization/organization/board_members|/organization/organization_board_membership/member	/organization/organization/leadership|/organization/leadership/person	/organization/organization/advisors	hasOfficeInCountry
OTHER	LOCATION	/people/ethnicity/geographic_distribution	/people/chinese_ethnic_group/autonomous_prefectures	/people/chinese_ethnic_group/autonomous_counties	/people/american_indian_group/us_indian_reservations	/people/chinese_ethnic_group/autonomous_regions	newspaperInCity	radioStationInCity	televisionStationInCity
OTHER	ORGANIZATION	/people/profession/represented_by_trade_unions	/organization/club_interest/clubs	/business/customer/supplier	/business/industry/trade_unions	sportUsesStadium
OTHER	OTHER	/people/ethnicity/included_in_group	/people/cause_of_death/parent_cause_of_death	/people/profession/specialization_of	/people/profession/specializations	/business/industry/parent_industry	/business/consumer_product/brand	/people/profession/part_of_professional_field	/business/brand/parent_brand	/business/consumer_product/product_line	/business/product_line/brand	/business/product_line/parent_product_line	/people/profession/corresponding_type	/business/product_with_ingredients/ingredients	/business/consumer_product/category	/business/product_line/category	/business/product_ingredient/derived_from	/people/family/rise_to_prominence	/business/product_line/themes	/business/competitive_space/related_industries	/business/consumer_product/themes	/business/product_line/category	musicArtistGenre	sportUsesEquipment	televisionStationAffiliatedWith
OTHER	PERSON	/people/family_name/people_with_this_family_name	/people/family/founder	bookWriter
PERSON	LOCATION	/people/person/place_of_birth	/people/person/nationality	/people/person/places_lived|/people/place_lived/location	/people/deceased_person/place_of_death	/people/deceased_person/place_of_burial	/people/deceased_person/place_of_cremation
PERSON	ORGANIZATION	/people/person/education|/education/education/institution	/people/person/employment_history|/business/employment_tenure/company	/organization/organization_founder/organizations_founded	athleteCoach	athleteHomeStadium	athletePlaysForTeam	athletePlaysInLeague	ceoOf	coachesInLeague	coachesTeam	teammate
PERSON	OTHER	/people/person/gender	/people/person/profession	/people/person/religion	/people/deceased_person/cause_of_death	/people/person/ethnicity	/people/person/employment_history|/business/employment_tenure/title	/people/person/languages	/people/family_member/family	actorStarredInMovie	athletePlaysSport	musicianInMusicArtist	musicianPlaysInstrument	visualArtistArtForm	visualArtistArtMovement
PERSON	PERSON	/people/family_member/family|/people/family/members	/people/person/parents	/people/person/spouse_s|/people/marriage/spouse	/people/person/sibling_s|/people/sibling_relationship/sibling
